amount,account_age_days,transactions_last_24h,device_changes_30d,failed_attempts,international,new_device,transaction_hour,is_fraud
617.91,1869,3,0,0,0,0,13,0
634.69,1338,1,0,1,0,0,15,0
1061.3,85,1,0,1,0,0,5,0
636.88,1439,3,1,1,0,0,12,1
537.62,1353,4,1,1,0,0,10,0
1219.79,45,2,0,0,1,0,4,0
849.82,815,7,0,1,0,0,11,0
4934.43,333,4,2,0,0,0,15,0
77.4,465,1,0,0,0,1,17,0
3266.61,200,4,1,0,0,0,5,0
3812.67,1225,4,0,0,1,0,22,0
137.91,329,4,1,3,0,0,22,0
778.46,1704,4,1,1,0,0,3,0
756.39,240,2,3,1,0,0,7,0
268.4,1908,3,1,2,0,0,3,0
503.8,798,2,1,1,0,0,22,0
361.2,702,3,0,0,1,0,18,0
6325.03,583,1,0,1,0,0,17,0
2795.25,657,3,0,1,0,1,1,1
3911.03,1383,0,0,0,0,0,15,0
2256.73,1925,1,2,1,0,0,20,0
354.59,721,3,1,0,1,0,8,0
649.03,360,3,2,1,0,1,1,1
1788.93,1402,2,0,0,0,0,11,0
323.07,385,3,1,1,0,1,2,0
2237.24,1744,4,0,0,0,1,16,0
862.36,1489,2,0,0,0,0,10,0
753.84,1246,2,0,0,0,0,14,0
2232.68,799,4,1,2,0,0,22,0
1710.03,1699,6,1,1,0,1,12,0
764.36,365,1,0,1,0,0,10,0
3495.84,72,3,0,0,0,1,21,0
372.02,1264,2,1,2,0,1,8,1
2030.29,504,2,1,0,0,0,5,0
1984.46,1438,3,1,0,0,0,5,0
804.69,127,2,2,1,0,0,23,0
1519.49,1511,5,0,1,0,1,12,0
313.84,1621,2,0,2,0,0,7,0
2762.87,1551,0,0,0,1,1,0,1
911.51,1272,3,1,0,0,1,9,0
650.2,482,2,1,1,0,0,7,0
3130.69,1336,5,2,2,0,0,22,0
542.21,1468,2,1,1,0,1,19,1
268.15,283,3,0,1,1,0,2,0
231.22,1026,2,1,1,1,0,7,0
2010.24,74,6,2,0,0,1,8,0
304.77,1088,4,1,1,0,0,10,0
6341.02,773,7,0,0,0,0,2,1
136.74,347,0,0,1,0,0,16,0
5981.68,324,3,1,0,0,0,2,1
1354.27,239,1,0,0,0,1,22,0
995.54,1421,2,1,2,0,0,15,0
635.93,337,4,0,0,0,0,4,0
1634.57,341,2,2,4,1,0,3,1
1056.13,1303,9,0,3,0,0,3,0
3305.36,1377,3,2,1,0,0,9,0
1229.33,946,2,1,0,0,0,17,0
1274.49,892,6,0,1,0,0,5,0
762.34,1487,1,0,2,0,0,7,1
1035.93,462,4,2,0,0,0,2,0
1491.89,1737,3,3,1,0,0,22,0
198.31,1317,4,0,1,1,0,7,1
284.81,798,5,0,0,0,0,0,1
2305.99,733,3,2,1,0,0,10,0
1300.97,1431,6,0,0,1,0,2,0
912.34,162,3,1,0,0,0,22,0
1117.04,1527,6,0,0,0,1,22,0
1552.44,448,4,0,0,0,0,18,0
639.21,1719,3,0,0,1,0,20,0
503.56,1479,5,2,1,0,1,14,0
1333.88,1909,2,1,2,0,0,3,0
412.25,265,2,1,0,0,0,3,0
1649.54,1010,3,0,1,1,1,12,1
199.82,132,3,1,1,0,0,9,0
3069.15,1858,1,4,2,0,0,14,1
1759.17,120,3,0,2,1,0,5,0
1416.62,1916,4,2,0,0,0,23,0
2929.8,1243,2,0,0,0,0,16,0
5799.2,1441,2,0,3,0,0,0,1
3024.1,672,3,0,3,0,0,22,1
174.01,505,4,1,1,0,0,10,0
305.03,1324,2,0,2,0,0,4,0
587.09,109,3,0,0,0,0,20,0
1125.62,1262,2,3,0,0,1,19,0
1840.25,293,4,2,0,0,0,1,1
530.73,988,3,0,0,0,0,17,0
1321.82,1603,6,0,0,0,0,14,0
515.23,828,3,0,2,0,0,5,0
594.95,187,1,0,0,0,1,0,0
268.63,1060,2,1,0,0,0,14,0
435.62,1585,4,1,0,0,0,18,0
283.81,256,5,2,0,0,0,10,0
413.28,1459,4,1,1,0,0,16,0
3145.23,1643,3,0,1,0,0,8,0
424.37,1032,2,2,4,0,0,22,1
15250.72,748,2,3,2,0,0,1,1
1796.0,1202,7,2,1,0,0,18,1
1319.27,1266,0,0,2,0,0,20,0
464.82,41,4,1,4,0,1,16,1
2209.03,1381,5,3,2,0,0,4,1
616.69,757,5,0,0,0,0,4,0
1238.94,113,4,3,0,0,0,22,0
14187.05,1901,0,1,1,0,0,12,0
996.19,768,2,2,1,0,1,4,1
3460.86,1190,3,1,0,0,0,1,1
542.84,1528,3,0,0,0,0,18,0
1058.93,854,8,1,1,0,0,22,0
6443.33,78,3,0,1,0,0,10,0
585.83,719,1,0,2,0,0,1,0
6717.35,1847,1,1,1,0,0,5,0
2225.53,878,1,0,1,0,0,15,0
624.86,1220,2,2,0,0,1,9,1
2064.01,402,4,0,1,0,0,21,0
2900.26,833,1,1,2,0,0,7,0
2042.26,64,4,0,0,0,0,16,0
228.1,652,4,1,1,1,1,12,1
529.99,886,3,2,2,0,0,4,1
856.18,1449,2,0,1,1,0,22,0
1017.97,1066,2,1,3,1,1,21,0
2039.93,373,4,1,1,1,1,5,1
1309.89,1980,5,0,0,0,0,1,0
288.49,306,3,0,2,0,0,3,0
1603.91,209,2,0,0,0,0,9,0
2019.46,467,3,2,0,1,0,10,1
1919.44,932,3,0,1,0,0,9,0
3231.76,1328,2,0,1,1,1,1,1
2524.81,1991,2,0,0,0,1,7,0
1735.72,1609,8,0,0,0,0,16,0
1022.32,1416,5,1,0,1,0,0,0
208.31,1177,5,0,0,0,0,19,0
1685.16,647,3,1,0,0,0,4,0
1349.77,362,2,1,0,0,1,7,0
1438.82,1288,2,1,0,0,0,7,0
305.9,1240,7,1,0,0,0,13,0
372.02,721,3,1,2,0,1,13,0
3143.69,716,2,0,1,0,0,14,0
1054.1,1646,2,2,1,0,0,21,0
2167.87,543,3,1,0,0,0,18,1
1128.13,1548,0,3,0,0,0,8,0
1129.76,1663,4,1,0,0,1,14,0
2802.55,1849,1,0,2,0,0,11,0
654.55,194,4,1,0,1,1,19,1
1207.27,652,2,1,0,0,0,20,0
690.71,1051,6,0,0,0,0,12,0
710.17,1070,2,0,1,0,0,7,0
804.99,647,2,1,1,0,1,7,0
1369.41,1853,5,1,1,0,1,22,0
679.43,954,5,1,4,1,0,15,0
3849.72,1082,1,4,0,0,0,16,0
448.27,1037,5,1,1,0,0,22,0
909.71,949,5,1,1,0,0,13,0
706.46,1636,7,0,0,0,0,10,0
4660.97,961,1,3,1,0,0,9,1
1334.82,49,5,2,1,0,0,19,0
3077.41,803,3,2,1,0,1,7,1
248.25,1118,1,1,1,0,0,14,0
1432.32,607,2,0,2,0,0,3,0
2669.46,1681,3,2,0,0,0,20,0
1190.68,1608,4,2,1,1,1,11,1
3182.68,1475,1,1,1,0,1,3,0
653.74,1403,4,1,0,0,0,19,0
4488.83,10,2,2,0,0,0,23,0
10925.97,674,3,1,0,0,1,0,0
762.93,726,0,1,1,0,0,14,0
702.4,516,2,3,0,0,0,22,0
4690.92,224,6,1,1,0,1,6,1
5321.83,1405,5,0,1,0,0,0,0
650.11,1565,5,0,0,0,0,4,0
720.4,1326,4,1,1,0,0,13,0
827.34,203,1,0,0,1,1,22,0
285.87,942,3,2,0,0,0,15,0
437.62,589,2,1,0,0,0,6,0
401.76,571,2,0,0,0,1,21,0
508.88,957,2,2,1,0,1,9,0
1059.25,196,3,1,1,1,0,10,1
1386.05,1346,0,0,0,0,1,1,0
5169.34,418,4,1,3,0,0,6,0
404.09,1643,10,1,0,0,0,9,0
2934.59,1366,3,1,0,0,1,23,0
885.37,1413,2,1,1,0,0,4,1
1043.71,9,5,3,0,0,0,13,0
2153.43,532,4,0,0,0,0,3,0
356.84,149,2,0,2,0,0,0,0
1607.46,383,5,2,1,1,0,17,1
1295.24,1553,9,4,1,0,1,5,1
1794.45,1036,0,0,2,0,0,12,0
1464.35,476,2,2,0,0,0,11,0
12775.7,1618,2,0,0,0,0,7,0
579.55,579,2,0,0,0,0,11,0
644.84,1669,9,1,1,0,0,2,0
588.08,1980,1,0,1,0,0,1,0
629.25,1077,2,0,3,1,0,6,1
579.76,1460,2,0,0,0,0,20,0
3601.18,206,1,0,0,0,0,7,0
4539.19,1968,3,1,1,0,0,20,0
619.71,986,3,0,1,0,0,2,0
477.06,915,3,1,1,0,0,5,0
1757.09,745,4,1,1,1,0,20,0
631.3,913,2,2,0,0,0,4,0
2065.1,54,1,2,0,0,0,21,0
1343.35,1002,5,2,1,0,0,7,0
240.87,1604,6,2,0,1,1,6,1
5153.88,1514,4,0,2,0,1,7,0
6606.95,1827,2,1,0,0,0,15,0
594.2,344,3,2,0,0,1,4,0
744.19,1193,2,1,0,0,0,8,0
1459.52,1933,3,0,3,0,0,3,0
1532.2,1185,2,2,1,0,0,6,0
2118.67,1551,2,0,0,0,0,1,0
8186.2,703,3,1,1,0,0,4,0
918.79,527,3,2,0,0,0,20,0
493.59,1311,2,1,1,0,0,10,0
276.08,1899,1,0,1,0,1,19,1
527.99,412,2,0,1,0,1,3,0
1060.9,1546,7,0,2,0,0,0,1
6598.24,569,3,0,1,0,1,10,0
653.53,199,1,1,0,0,0,7,0
1371.68,1185,4,0,0,0,0,13,0
1078.77,775,2,1,0,0,0,17,0
3598.94,389,1,2,0,0,0,12,1
13724.43,474,5,1,0,0,0,21,0
644.92,1405,2,3,2,1,1,10,1
672.2,765,0,0,2,0,1,4,1
3115.55,1655,1,1,2,1,0,12,1
2168.72,592,3,2,0,0,0,17,0
6951.46,1148,1,1,1,1,0,20,0
1966.34,1849,2,0,2,0,0,0,0
765.64,1096,2,3,2,0,1,3,1
1979.61,982,4,4,0,0,1,11,1
3323.27,994,3,1,0,0,0,7,0
2491.11,168,2,0,0,0,0,6,0
1821.24,284,1,0,0,0,0,0,0
3186.49,1518,1,1,0,1,0,5,0
3530.86,1060,2,0,1,0,0,2,0
4368.43,824,4,0,1,0,1,8,0
2097.94,1199,1,0,1,0,0,18,0
927.86,1223,4,1,2,1,1,19,1
1269.93,1140,5,0,3,0,1,22,1
3664.73,1960,6,0,0,0,0,9,0
484.47,1339,3,1,0,0,0,15,0
1585.53,1963,5,0,2,1,0,5,0
740.01,1244,1,1,0,0,0,4,0
1128.61,891,3,0,1,0,0,23,0
3938.09,1602,3,1,1,0,1,17,1
1327.56,1801,4,1,2,0,0,3,1
1148.76,134,1,1,2,0,0,7,0
281.5,1655,1,0,2,0,0,10,0
2312.89,122,0,0,1,0,0,8,0
2091.18,833,1,1,0,0,0,21,0
9540.06,1923,5,0,2,0,0,19,0
806.11,1022,5,0,2,0,0,13,0
1365.33,1994,2,3,0,1,0,20,1
1407.24,1445,3,1,2,0,0,7,0
5310.56,895,1,3,0,0,0,1,1
996.95,1516,4,0,0,0,0,10,0
1449.57,1623,6,2,0,1,1,20,0
2014.04,289,6,0,3,0,0,0,1
1321.61,1673,2,0,1,0,0,20,0
701.74,1077,1,2,0,0,0,4,0
1331.54,1229,0,1,1,0,0,17,0
3208.73,1372,2,0,0,0,1,19,0
392.87,1075,2,0,1,1,1,5,0
1252.59,839,6,2,1,0,0,20,0
544.51,1946,6,0,0,0,0,2,0
3622.96,912,7,2,1,0,0,21,0
239.08,40,2,2,2,0,0,18,0
627.08,250,3,1,0,0,0,8,0
1599.12,218,6,1,2,1,0,3,0
5247.59,179,2,0,1,0,0,8,0
1026.85,1575,6,1,1,0,0,15,0
629.42,183,1,1,0,0,0,4,0
7195.11,1760,3,3,1,1,0,19,1
257.75,1188,4,0,0,0,1,4,1
121.66,1770,3,1,1,0,0,11,0
1702.77,1401,1,1,0,0,0,22,0
663.78,705,6,2,2,0,0,15,0
394.95,497,3,5,1,0,0,9,0
2226.88,597,4,1,0,0,0,0,0
1399.4,461,6,1,1,0,0,10,0
623.86,1779,2,1,0,0,0,15,0
304.81,474,2,2,1,1,0,12,0
2624.01,685,2,2,0,0,1,23,0
2101.07,1929,1,1,2,0,1,4,1
993.09,1061,4,0,1,0,0,14,0
6950.97,1623,2,1,1,0,0,18,0
376.12,1665,4,2,1,1,0,1,1
238.53,1730,0,0,4,0,0,1,0
549.0,319,5,0,1,0,0,6,0
1047.76,1579,0,2,1,0,0,1,0
1398.76,1436,0,1,1,1,0,1,0
861.58,356,2,2,0,0,0,9,0
1559.4,1695,8,1,1,0,0,4,1
313.71,617,3,1,0,0,0,9,0
4646.01,1989,4,1,1,1,0,14,0
1010.14,229,1,1,0,1,0,9,1
3351.94,729,1,0,1,0,0,5,0
1544.92,1288,2,0,0,1,0,18,0
1731.52,1954,3,1,1,0,1,18,1
1938.69,1511,4,1,1,0,0,15,0
1715.93,561,4,3,0,0,0,23,0
2085.41,1376,2,1,0,0,0,21,0
4142.91,1466,6,2,0,0,0,3,0
1334.78,635,4,0,2,0,1,5,0
2228.32,459,4,1,0,0,0,19,0
1002.51,1839,4,1,4,0,1,23,1
4629.1,25,0,2,1,1,0,6,0
557.58,1155,8,0,0,1,0,15,0
6640.49,1965,3,2,1,0,0,11,0
1053.47,370,4,1,1,0,0,19,0
262.23,1460,5,0,1,0,0,12,0
1246.51,1248,6,0,1,0,1,4,1
554.99,1012,5,0,1,0,0,7,0
2541.84,611,0,1,2,1,0,23,0
570.99,1376,4,0,0,0,0,1,0
701.92,1826,1,1,0,0,0,9,0
165.75,1509,1,2,0,0,0,9,0
697.63,1221,2,1,0,0,0,5,0
97.14,109,2,1,1,0,0,4,0
225.0,1884,3,3,1,0,0,10,1
2345.88,1244,1,1,1,0,0,9,0
2406.19,1800,4,0,0,0,0,5,0
1678.17,1947,1,1,2,0,0,8,1
416.97,720,4,0,1,0,0,4,0
1045.54,1343,2,1,0,0,0,3,0
1092.69,1106,4,0,0,0,0,3,0
344.34,1561,3,1,1,0,0,10,0
4931.5,1722,10,3,1,0,1,7,1
2636.91,432,2,1,0,0,0,1,0
879.22,1921,2,0,0,0,1,17,0
1126.52,1032,4,2,0,0,1,18,0
1350.71,636,4,0,3,0,0,11,0
142.35,1173,6,3,2,0,0,10,1
856.47,1122,1,1,1,0,0,20,0
554.47,1752,3,1,1,0,1,23,0
402.78,1125,2,0,2,0,0,13,0
827.91,1754,4,1,2,0,0,9,1
6618.91,367,4,0,0,0,1,7,0
2081.5,1486,3,1,0,1,0,16,0
619.44,925,4,1,0,0,1,13,1
1944.16,414,1,0,2,0,0,2,0
4444.2,1283,2,2,0,0,0,5,1
2764.55,1927,3,1,1,0,0,8,0
1164.01,356,4,2,0,1,0,7,0
574.25,11,2,1,1,0,0,11,0
2204.43,1440,4,0,1,1,0,0,0
1625.36,1595,4,2,0,0,1,17,0
2684.35,1274,4,0,1,0,1,7,0
2069.73,1676,2,2,1,0,0,11,1
3132.39,1871,2,2,1,0,0,1,0
642.11,1574,9,0,2,0,1,2,1
4094.48,1146,3,1,0,1,1,3,1
1336.22,1944,2,0,1,0,1,17,0
8736.46,65,2,0,0,0,1,9,0
550.49,1682,3,1,1,1,0,18,0
6222.73,1326,1,1,2,1,0,20,0
1336.64,125,5,1,1,0,0,18,0
571.68,312,2,1,1,0,0,17,0
675.95,1215,2,3,0,0,0,18,1
796.04,775,3,2,0,0,0,21,1
1676.0,1002,3,1,0,1,0,13,0
1849.8,873,3,1,0,0,0,2,0
617.88,1474,2,0,1,1,1,12,1
1070.25,1832,2,2,0,0,0,15,0
9341.95,694,2,0,0,0,0,19,0
6170.55,1183,2,2,0,1,0,11,1
1696.5,1377,3,0,0,0,1,20,0
1139.11,1844,2,1,1,0,0,19,0
1236.49,990,3,1,0,1,0,1,0
2025.39,799,2,0,2,0,0,13,1
394.34,674,1,0,0,0,0,7,0
847.78,1287,1,1,1,1,0,1,1
206.73,1753,2,0,0,1,0,6,0
1634.71,912,2,2,0,0,0,21,0
2094.76,406,3,1,0,0,0,23,0
676.42,996,2,0,2,0,0,5,1
5292.19,1717,2,1,1,0,1,1,1
321.9,1627,3,1,0,0,0,1,0
253.57,1041,2,1,0,0,0,1,0
1372.59,637,4,3,2,0,0,8,1
3124.71,1284,1,1,0,0,0,17,0
5907.2,1981,5,1,0,0,0,17,0
693.06,890,2,2,1,1,1,18,0
3224.98,1379,2,0,0,1,0,22,0
1055.21,489,6,1,1,0,0,23,0
922.76,1238,3,0,0,1,1,14,1
2653.57,239,2,1,3,0,1,23,0
2105.53,180,1,0,0,0,0,1,0
226.7,1443,6,2,1,0,0,9,1
4800.81,1708,4,0,0,0,0,13,0
4359.41,1167,0,0,1,1,0,17,0
586.66,317,1,1,1,0,1,4,1
1629.13,1268,1,0,0,1,0,5,0
1797.28,232,4,1,1,0,0,12,0
1423.22,1708,2,1,1,0,1,0,0
632.51,1813,6,1,1,0,0,17,0
560.25,1613,5,2,3,0,1,4,1
1068.96,1327,1,1,2,0,0,11,0
3543.0,331,2,2,0,0,0,4,0
1888.62,561,4,0,0,1,0,7,0
757.02,949,3,0,0,1,1,16,0
2372.5,248,3,0,0,0,0,22,0
63.53,283,2,1,1,0,0,5,0
3459.11,1311,6,0,1,0,0,0,0
192.54,940,3,0,1,0,1,3,1
763.23,32,3,0,2,0,0,12,1
357.93,1524,2,1,0,0,1,8,0
300.46,1694,2,1,2,0,0,8,0
3501.08,530,2,0,1,0,1,17,1
686.98,381,3,1,1,0,0,5,0
1550.77,63,1,4,1,0,1,18,1
1046.37,128,3,1,3,0,0,0,0
1767.0,1552,1,1,1,0,0,15,0
1184.2,163,5,1,1,0,0,5,0
303.99,958,2,0,0,0,0,18,0
2969.85,1275,3,3,1,0,0,12,0
669.31,1673,2,0,1,0,0,12,0
231.23,1854,3,2,2,0,0,21,1
714.72,295,3,0,1,0,0,18,0
4918.5,179,5,1,0,0,0,7,0
2566.3,229,2,0,0,0,0,14,0
773.83,883,1,0,1,0,0,14,0
773.36,394,4,2,0,1,1,5,0
795.02,692,3,0,2,0,1,10,1
8749.47,1420,4,1,1,0,1,16,0
1606.7,72,2,0,0,0,0,20,0
1685.88,318,3,0,2,1,0,11,1
3072.61,1923,5,0,0,1,0,13,0
1392.41,595,6,0,0,0,0,23,0
846.37,379,3,0,1,0,0,15,0
901.13,907,3,2,0,0,0,16,0
1020.86,136,2,1,2,0,0,11,0
1056.56,730,2,0,2,0,0,10,0
2270.21,1645,4,2,0,0,0,4,0
1155.1,1402,3,0,2,0,0,19,0
2281.62,1943,4,2,0,0,0,17,0
1011.59,1143,3,0,1,0,0,5,0
1186.35,906,4,0,0,0,0,18,0
148.68,530,4,0,0,0,0,3,0
2741.68,1868,1,1,0,0,0,2,0
1550.74,935,5,1,2,0,1,18,0
2975.03,666,3,1,2,0,0,22,0
60.57,523,4,1,1,0,0,1,0
8851.79,1674,5,1,1,0,0,14,0
953.76,387,2,0,0,0,0,16,0
3321.54,574,6,0,0,0,0,14,0
387.65,583,2,2,1,0,0,17,0
2023.88,573,0,2,1,0,0,12,0
382.44,644,6,0,1,0,0,0,0
587.71,573,4,2,1,0,0,21,0
7435.58,1928,5,2,0,0,1,15,0
906.25,870,5,1,0,0,0,23,0
1362.99,1293,1,0,1,0,0,6,0
2617.74,1548,4,2,1,0,0,22,0
1800.25,547,2,0,0,0,0,11,0
1274.64,1510,2,0,1,0,0,13,0
1579.65,438,3,1,1,1,0,13,0
12129.74,1587,1,2,1,0,0,14,0
1035.23,555,0,0,1,1,0,6,0
1340.9,1764,5,1,0,1,1,16,1
3135.85,111,4,0,1,1,0,4,0
3312.72,1346,2,1,0,0,0,21,0
3594.03,527,4,0,3,0,0,1,1
2077.1,177,2,0,0,0,1,7,0
349.67,674,4,1,0,0,0,21,0
5616.32,1575,3,1,0,0,0,17,0
348.51,1562,2,1,2,0,0,17,0
1484.21,624,0,0,0,0,0,2,0
515.8,1989,3,0,2,1,0,5,1
1028.51,944,5,3,0,0,1,20,0
1523.5,473,1,0,0,1,0,6,0
1512.26,1587,3,1,1,0,0,5,0
1672.24,994,3,0,0,0,1,15,0
5506.65,879,2,1,2,0,0,0,1
1725.95,1412,2,0,0,1,0,23,0
859.06,1122,3,0,0,0,0,11,1
2875.8,1435,4,1,0,0,0,3,0
3602.81,1399,3,1,1,0,1,10,1
321.31,170,4,1,0,0,0,19,0
1993.01,1014,1,1,3,0,0,7,0
2210.94,56,0,0,1,0,0,4,0
814.39,1757,1,0,1,0,0,10,0
4340.34,325,0,1,0,0,0,14,0
943.83,658,3,2,0,0,0,14,0
1243.36,957,2,0,0,0,0,11,0
922.35,260,2,1,2,0,1,19,0
1113.85,641,3,2,0,0,1,17,0
366.4,562,3,3,1,1,0,2,0
259.81,340,1,1,0,0,1,19,0
5401.89,1862,2,0,1,0,0,16,0
470.14,404,0,0,2,0,1,15,0
406.92,532,2,1,0,1,0,6,0
127.31,1198,3,1,0,0,0,16,0
578.85,795,6,1,0,0,1,10,0
292.05,1562,0,0,1,0,1,6,0
5664.73,1184,3,0,1,0,1,21,0
3010.37,1034,7,0,0,0,0,11,0
551.06,594,3,1,0,0,1,14,0
10429.94,1280,0,0,1,0,0,9,0
2927.09,617,4,5,0,1,0,15,0
792.48,652,1,2,0,0,0,10,0
90.07,714,4,1,0,1,1,6,0
10839.4,344,2,3,2,1,0,14,1
273.26,1560,4,2,0,0,0,10,0
211.58,1397,1,1,1,0,0,12,0
3049.0,1459,2,2,1,0,0,1,1
12578.6,1958,6,1,2,0,0,7,0
4377.67,46,2,2,0,0,0,3,0
1927.37,1753,5,1,1,0,0,0,0
1987.74,904,0,0,1,0,0,6,0
2574.51,55,7,0,1,1,1,15,0
2342.39,1102,7,0,1,1,0,9,0
1452.72,1515,4,1,2,0,0,12,1
1217.07,1695,2,0,0,0,0,2,0
1030.1,856,2,0,0,0,1,9,0
515.96,1296,3,1,1,0,1,16,0
828.26,660,1,1,0,0,0,17,0
201.75,1574,0,0,1,0,0,9,0
993.92,111,4,0,1,0,0,17,0
408.06,1039,4,3,0,0,1,20,0
363.73,78,4,1,1,1,1,21,1
1312.77,501,4,0,0,0,0,8,0
4411.64,588,5,0,0,0,0,9,0
2747.14,418,2,0,1,0,0,5,0
228.04,1864,5,2,0,0,0,6,0
407.63,275,2,0,0,0,0,7,0
2809.53,1518,1,2,1,0,0,9,0
410.56,1221,4,0,0,0,0,5,0
876.0,1400,3,2,3,0,0,18,1
1900.84,1755,2,0,0,1,0,1,1
416.4,1087,1,1,0,1,0,12,0
1218.5,1385,2,2,2,0,0,5,0
288.87,973,3,1,0,0,0,2,1
601.02,1568,1,2,1,1,0,21,1
1509.87,991,6,0,0,0,1,3,1
222.96,1769,6,3,4,1,1,22,1
1703.56,1134,2,1,0,0,0,21,0
1075.31,1701,5,0,1,0,1,19,0
1905.48,194,3,0,1,0,0,3,0
1371.85,1543,2,2,2,0,1,8,1
4290.42,1968,5,1,0,0,0,22,0
1242.93,1675,5,0,1,1,0,10,0
713.79,1483,6,0,0,1,0,8,0
1239.29,855,0,2,0,0,0,6,0
1888.05,799,0,2,3,0,0,0,0
1151.55,1964,2,1,0,0,0,4,0
1142.06,301,3,2,0,0,0,7,0
543.49,968,5,1,1,1,1,5,1
565.15,568,2,1,4,0,0,17,1
269.72,672,0,1,1,0,0,5,0
6308.02,1520,5,0,2,0,0,9,0
316.12,149,4,3,2,0,0,23,0
548.45,1823,2,0,1,0,0,14,0
534.64,769,1,1,2,0,0,1,1
2683.63,1485,5,1,0,0,0,13,0
816.52,139,3,1,1,0,0,1,0
3818.99,861,4,0,1,0,0,22,0
559.2,1860,4,0,1,0,0,20,0
1449.53,292,3,0,1,0,0,9,0
475.64,335,1,0,1,1,0,12,1
9368.88,699,1,1,0,0,0,16,0
334.42,1859,4,0,1,0,0,3,0
1494.91,1208,2,2,0,1,0,18,0
2066.84,307,3,1,1,0,0,11,0
1658.72,925,2,2,0,0,0,0,0
911.15,981,4,1,1,0,0,9,0
963.12,898,2,1,3,0,1,9,0
1145.75,1286,5,1,1,0,0,15,1
946.71,927,2,1,0,0,0,2,0
2875.2,1334,3,1,0,0,0,2,0
10001.83,344,2,1,1,0,0,20,0
627.98,1448,3,1,2,0,0,3,0
278.72,657,4,2,0,0,0,1,0
1003.97,1797,3,1,0,0,0,13,0
14468.21,1538,4,1,1,0,0,5,0
490.94,1850,1,1,4,0,0,19,0
5648.34,1548,3,1,1,1,0,16,0
5870.53,261,2,1,0,0,0,15,0
630.44,1386,1,0,1,0,0,12,0
1937.17,1980,2,1,1,0,0,23,0
5588.11,169,4,0,0,1,0,13,0
750.6,660,4,0,2,0,0,2,0
894.64,200,1,5,1,1,0,10,1
612.97,1409,0,0,0,0,0,9,0
397.52,1336,3,1,3,0,0,14,0
572.91,582,5,0,1,0,0,11,0
322.49,1336,4,1,0,0,0,9,0
1134.65,566,1,2,0,1,0,8,0
507.77,395,3,2,0,0,0,13,0
1385.46,1795,6,0,1,0,0,8,0
231.39,351,5,3,0,0,0,11,0
1526.73,28,4,1,4,0,0,19,0
2523.82,1903,6,1,3,0,0,11,0
149.35,1899,2,0,1,0,0,23,0
1594.09,632,4,1,0,0,0,5,0
3743.1,1157,5,1,0,0,1,0,1
327.13,380,0,0,0,0,0,1,0
5840.5,1626,2,1,2,1,0,3,0
1667.4,528,5,1,1,0,1,10,0
541.85,1311,1,1,1,0,0,2,0
1037.15,1308,3,0,1,0,0,3,0
1916.64,903,2,3,2,1,0,2,1
1183.23,1766,4,2,2,0,1,9,1
1879.49,1673,10,0,0,0,0,4,0
436.73,807,0,0,1,0,0,17,0
1299.01,227,2,3,0,0,0,10,0
266.74,1451,6,0,2,1,1,11,0
981.2,27,4,0,1,0,0,9,0
444.12,1356,2,1,1,0,0,6,0
525.56,1141,2,0,0,0,0,23,0
3774.76,89,3,0,1,0,0,2,0
3265.96,619,5,0,1,0,0,1,0
2016.54,1757,1,2,2,0,0,7,1
367.85,1759,3,0,0,1,0,11,0
799.18,122,3,0,0,1,0,16,0
3688.95,1918,1,0,2,0,0,8,1
1263.6,866,2,1,0,1,0,13,0
11151.5,33,4,3,2,0,0,19,1
1625.09,603,1,0,1,0,0,5,0
1328.82,696,2,1,0,0,0,3,0
805.03,888,1,0,0,0,0,3,0
1253.31,1794,2,2,0,0,0,19,0
941.55,1422,2,0,0,0,0,10,0
2226.33,525,3,0,0,1,1,1,0
2854.64,1048,1,4,1,0,0,11,0
499.7,1349,3,5,0,0,0,0,1
289.68,34,0,0,0,0,0,2,0
174.83,247,2,0,1,0,0,22,0
1822.55,1879,3,1,0,1,0,21,0
363.81,1043,2,0,1,0,0,11,0
127.37,1054,2,1,0,0,0,6,0
1617.41,49,3,3,2,0,1,13,0
13266.53,1963,3,1,1,0,0,5,0
1090.0,912,3,0,2,0,0,15,0
2536.37,180,1,1,1,0,1,4,0
1190.14,1394,2,0,1,0,0,1,0
993.38,1908,1,2,1,1,0,8,1
2749.23,738,0,1,3,0,0,2,0
820.35,1969,2,2,1,0,0,21,0
1432.81,1419,5,1,1,0,0,1,0
1512.77,590,5,0,0,0,0,23,0
562.23,496,2,2,0,1,1,11,0
2957.33,431,5,2,0,0,0,4,0
920.61,1231,1,0,0,0,0,14,0
515.05,1059,5,1,1,1,0,1,1
1875.27,1786,4,1,0,0,1,23,1
446.54,1607,2,1,0,0,0,15,0
1127.98,1437,8,3,2,0,0,21,1
1086.68,364,1,0,1,0,1,19,0
3248.33,310,2,2,3,0,0,9,0
1762.87,982,3,0,1,0,0,0,0
1069.53,1303,3,0,0,0,0,20,0
2484.35,1176,3,0,1,0,0,0,0
4403.73,227,3,3,0,0,0,15,0
1915.65,1267,3,2,0,0,0,21,0
1108.05,10,3,1,1,0,0,9,0
295.35,1853,2,2,2,0,0,10,1
378.0,1416,3,0,1,0,0,17,0
808.17,48,7,0,0,0,0,8,0
596.15,1648,4,2,2,0,0,8,1
909.62,204,2,1,0,0,0,2,1
1160.55,989,4,0,0,0,0,11,0
